Downloaded on,03/10/2025,19:11:46 EDT,,,,,,,,,,,,
Search URL,https://www.congress.gov/search?q=%7B%22source%22%3A%22all%22%2C%22search%22%3A%22legislativeSource%3A%5C%22Legislation%5C%22+AND+congressId%3A118+AND+actionCode%3A%5C%225000%5C%22+AND+chamber%3A%5C%22House%5C%22%22%7D,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 2574,https://www.congress.gov/bill/118th-congress/house-bill/2574,118th Congress (2023-2024),EMS Counts Act,"Wild, Susan [Rep.-D-PA-7]",04/10/2023,House - Education and the Workforce,"Placed on the Union Calendar, Calendar No. 588.",09/19/2024,6,,,,,
H.R. 6319,https://www.congress.gov/bill/118th-congress/house-bill/6319,118th Congress (2023-2024),911 SAVES Act of 2024,"Torres, Norma J. [Rep.-D-CA-35]",11/08/2023,House - Education and the Workforce,"Placed on the Union Calendar, Calendar No. 586.",09/19/2024,137,,,,,
H.R. 4758,https://www.congress.gov/bill/118th-congress/house-bill/4758,118th Congress (2023-2024),Accelerating Kids’ Access to Care Act,"Trahan, Lori [Rep.-D-MA-3]",07/19/2023,House - Energy and Commerce | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,124,,,,,
H.R. 8674,https://www.congress.gov/bill/118th-congress/house-bill/8674,118th Congress (2023-2024),Milestones for Advanced Nuclear Fuel Act,"Williams, Brandon [Rep.-R-NY-22]",06/07/2024,"House - Science, Space, and Technology","Placed on the Union Calendar, Calendar No. 580.",09/18/2024,1,,,,,
H.Res. 1455,https://www.congress.gov/bill/118th-congress/house-resolution/1455,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 3724) to amend the Higher Education Act of 1965 to prohibit recognized accrediting agencies and associations from requiring, encouraging, or coercing institutions of higher education to meet any political litmus test or violate any right protected by the Constitution as a condition of accreditation; providing for consideration of the bill (H.R. 4790) to amend the Federal securities laws with respect to the materiality of disclosure requirements, to establish the Public Company Advisory Committee, and for other purposes; providing for consideration of the bill (H.R. 5179) to require the maintenance of the country of origin markings for imported goods produced in the West Bank or Gaza, and for other purposes; providing for consideration of the bill (H.R. 5339) to amend the Employee Retirement Income Security Act of 1974 to specify requirements concerning the consideration of pecuniary and non-pecuniary factors, and for other purposes; providing for consideration of the bill (H.R. 5717) to provide that sanctuary jurisdictions that provide benefits to aliens who are present in the United States without lawful status under the immigration laws are ineligible for Federal funds intended to benefit such aliens; providing for consideration of the bill (H.R. 7909) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed sex offenses or domestic violence are inadmissible and deportable; and providing for consideration of the joint resolution (H.J. Res. 136) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Multi-Pollutant Emissions Standards for Model Years 2027 and Later Light-Duty and Medium-Duty Vehicles"".","Houchin, Erin [Rep.-R-IN-9]",09/17/2024,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,09/18/2024,0,,,,,
H.R. 6969,https://www.congress.gov/bill/118th-congress/house-bill/6969,118th Congress (2023-2024),To direct the Joint Committee on the Library to procure a statue of Benjamin Franklin for placement in the Capitol.,"Houlahan, Chrissy [Rep.-D-PA-6]",01/11/2024,House - House Administration,"Placed on the Union Calendar, Calendar No. 584.",09/18/2024,77,,,,,
H.R. 9460,https://www.congress.gov/bill/118th-congress/house-bill/9460,118th Congress (2023-2024),DHS Joint Task Forces Reauthorization Act of 2024,"Higgins, Clay [Rep.-R-LA-3]",09/06/2024,House - Homeland Security,"Placed on the Union Calendar, Calendar No. 582.",09/18/2024,1,,,,,
H.R. 3800,https://www.congress.gov/bill/118th-congress/house-bill/3800,118th Congress (2023-2024),Chronic Disease Flexible Coverage Act,"Wenstrup, Brad R. [Rep.-R-OH-2]",06/05/2023,House - Ways and Means | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,3,,,,,
H.R. 6033,https://www.congress.gov/bill/118th-congress/house-bill/6033,118th Congress (2023-2024),SPEAK Act of 2024,"Steel, Michelle [Rep.-R-CA-45]",10/24/2023,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions","Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",09/18/2024,29,,,,,
H.R. 8292,https://www.congress.gov/bill/118th-congress/house-bill/8292,118th Congress (2023-2024),Taxpayer Data Protection Act,"Smith, Jason [Rep.-R-MO-8]",05/08/2024,House - Ways and Means,Received in the Senate.,09/18/2024,25,,,,,
H.R. 6160,https://www.congress.gov/bill/118th-congress/house-bill/6160,118th Congress (2023-2024),To amend the Public Health Service Act to reauthorize a lifespan respite care program.,"Molinaro, Marcus J. [Rep.-R-NY-19]",11/01/2023,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions","Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",09/18/2024,5,,,,,
H.R. 7406,https://www.congress.gov/bill/118th-congress/house-bill/7406,118th Congress (2023-2024),DeOndra Dixon INCLUDE Project Act of 2024,"McMorris Rodgers, Cathy [Rep.-R-WA-5]",02/16/2024,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions","Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",09/18/2024,6,,,,,
H.R. 3784,https://www.congress.gov/bill/118th-congress/house-bill/3784,118th Congress (2023-2024),Improving Social Security’s Service to Victims of Identity Theft Act,"Ferguson, A. Drew, IV [Rep.-R-GA-3]",06/01/2023,House - Ways and Means | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,2,,,,,
H.R. 7816,https://www.congress.gov/bill/118th-congress/house-bill/7816,118th Congress (2023-2024),Clear Communication for Veterans Claims Act,"Duarte, John S. [Rep.-R-CA-13]",03/26/2024,House - Veterans' Affairs,Received in the Senate.,09/18/2024,10,,,,,
H.R. 8111,https://www.congress.gov/bill/118th-congress/house-bill/8111,118th Congress (2023-2024),Medicaid Program Improvement Act,"Miller-Meeks, Mariannette [Rep.-R-IA-1]",04/23/2024,House - Energy and Commerce | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,2,,,,,
H.R. 8112,https://www.congress.gov/bill/118th-congress/house-bill/8112,118th Congress (2023-2024),To amend title XIX of the Social Security Act to further require certain additional provider screening under the Medicaid program.,"D'Esposito, Anthony [Rep.-R-NY-4]",04/23/2024,House - Energy and Commerce | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,0,,,,,
H.R. 7342,https://www.congress.gov/bill/118th-congress/house-bill/7342,118th Congress (2023-2024),Veterans Accessibility Advisory Committee Act of 2024,"Valadao, David G. [Rep.-R-CA-22]",02/13/2024,House - Veterans' Affairs,Received in the Senate.,09/18/2024,10,,,,,
H.R. 7858,https://www.congress.gov/bill/118th-congress/house-bill/7858,118th Congress (2023-2024),TELEMH Act of 2024,"James, John [Rep.-R-MI-10]",04/02/2024,"House - Energy and Commerce, Ways and Means | Senate - Finance",Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,3,,,,,
H.R. 7100,https://www.congress.gov/bill/118th-congress/house-bill/7100,118th Congress (2023-2024),Prioritizing Veterans’ Survivors Act,"Ciscomani, Juan [Rep.-R-AZ-6]",01/29/2024,House - Veterans' Affairs,Received in the Senate.,09/18/2024,1,,,,,
H.R. 8089,https://www.congress.gov/bill/118th-congress/house-bill/8089,118th Congress (2023-2024),Medicare and Medicaid Fraud Prevention Act of 2024,"Garcia, Mike [Rep.-R-CA-27]",04/19/2024,House - Energy and Commerce | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,1,,,,,
H.R. 2911,https://www.congress.gov/bill/118th-congress/house-bill/2911,118th Congress (2023-2024),Fairness for Servicemembers and their Families Act of 2024,"Strickland, Marilyn [Rep.-D-WA-10]",04/26/2023,House - Veterans' Affairs,Received in the Senate.,09/18/2024,11,,,,,
H.R. 8084,https://www.congress.gov/bill/118th-congress/house-bill/8084,118th Congress (2023-2024),LIVE Beneficiaries Act,"Bilirakis, Gus M. [Rep.-R-FL-12]",04/19/2024,House - Energy and Commerce | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/18/2024,1,,,,,
H.R. 7208,https://www.congress.gov/bill/118th-congress/house-bill/7208,118th Congress (2023-2024),Dennis John Benigno Traumatic Brain Injury Program Reauthorization Act of 2024,"Pascrell, Bill, Jr. [Rep.-D-NJ-9]",02/01/2024,House - Energy and Commerce,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 516.,09/18/2024,7,,,,,
H.R. 4424,https://www.congress.gov/bill/118th-congress/house-bill/4424,118th Congress (2023-2024),Vietnam Veterans Liver Fluke Cancer Study Act,"LaLota, Nick [Rep.-R-NY-1]",06/30/2023,House - Veterans' Affairs,Received in the Senate.,09/18/2024,16,,,,,
H.R. 455,https://www.congress.gov/bill/118th-congress/house-bill/455,118th Congress (2023-2024),To amend the Controlled Substances Act to fix a technical error in the definitions.,"Burchett, Tim [Rep.-R-TN-2]",01/24/2023,"House - Energy and Commerce, Judiciary","Placed on the Union Calendar, Calendar No. 576.",09/17/2024,1,,,,,
H.R. 1425,https://www.congress.gov/bill/118th-congress/house-bill/1425,118th Congress (2023-2024),No WHO Pandemic Preparedness Treaty Without Senate Approval Act,"Tiffany, Thomas P. [Rep.-R-WI-7]",03/07/2023,House - Foreign Affairs | Senate - Foreign Relations,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,09/17/2024,59,,,,,
H.R. 8314,https://www.congress.gov/bill/118th-congress/house-bill/8314,118th Congress (2023-2024),No Foreign Election Interference Act,"Malliotakis, Nicole [Rep.-R-NY-11]",05/08/2024,House - Ways and Means,"On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 218 - 181, 1 Present (Roll no. 418).",09/17/2024,1,,,,,
H.R. 705,https://www.congress.gov/bill/118th-congress/house-bill/705,118th Congress (2023-2024),Veterans 2nd Amendment Protection Act,"Bost, Mike [Rep.-R-IL-12]",02/01/2023,House - Veterans' Affairs,"Placed on the Union Calendar, Calendar No. 573.",09/16/2024,73,,,,,
H.R. 820,https://www.congress.gov/bill/118th-congress/house-bill/820,118th Congress (2023-2024),Foreign Adversary Communications Transparency Act,"Stefanik, Elise M. [Rep.-R-NY-21]",02/02/2023,House - Energy and Commerce,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 511.,09/16/2024,3,,,,,
H.R. 7980,https://www.congress.gov/bill/118th-congress/house-bill/7980,118th Congress (2023-2024),End Chinese Dominance of Electric Vehicles in America Act of 2024,"Miller, Carol D. [Rep.-R-WV-1]",04/15/2024,House - Ways and Means | Senate - Finance,Received in the Senate and Read twice and referred to the Committee on Finance.,09/16/2024,4,,,,,
H.R. 1398,https://www.congress.gov/bill/118th-congress/house-bill/1398,118th Congress (2023-2024),Protect America’s Innovation and Economic Security from CCP Act of 2024,"Gooden, Lance [Rep.-R-TX-5]",03/07/2023,House - Judiciary | Senate - Judiciary,Received in the Senate and Read twice and referred to the Committee on the Judiciary.,09/16/2024,8,,,,,
H.R. 1076,https://www.congress.gov/bill/118th-congress/house-bill/1076,118th Congress (2023-2024),Preventing the Financing of Illegal Synthetic Drugs Act,"De La Cruz, Monica [Rep.-R-TX-15]",02/17/2023,"House - Financial Services, Judiciary, Energy and Commerce | Senate - Banking, Housing, and Urban Affairs",Became Public Law No: 118-79.,09/13/2024,8,,,,,
H.R. 8998,https://www.congress.gov/bill/118th-congress/house-bill/8998,118th Congress (2023-2024),"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2025","Simpson, Michael K. [Rep.-R-ID-2]",07/11/2024,House - Appropriations,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 509.,09/12/2024,0,,,,,
H.R. 8399,https://www.congress.gov/bill/118th-congress/house-bill/8399,118th Congress (2023-2024),Preventing Foreign Interference in American Elections Act,"Steil, Bryan [Rep.-R-WI-1]",05/14/2024,"House - House Administration, Oversight and Accountability","Placed on the Union Calendar, Calendar No. 559.",09/12/2024,2,,,,,
H.R. 8580,https://www.congress.gov/bill/118th-congress/house-bill/8580,118th Congress (2023-2024),"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2025","Carter, John R. [Rep.-R-TX-31]",05/28/2024,House - Appropriations,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 506.,09/12/2024,0,,,,,
H.R. 8774,https://www.congress.gov/bill/118th-congress/house-bill/8774,118th Congress (2023-2024),"Department of Defense Appropriations Act, 2025","Calvert, Ken [Rep.-R-CA-41]",06/17/2024,House - Appropriations,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 508.,09/12/2024,0,,,,,
H.R. 1516,https://www.congress.gov/bill/118th-congress/house-bill/1516,118th Congress (2023-2024),DHS Restrictions on Confucius Institutes and Chinese Entities of Concern Act,"Pfluger, August [Rep.-R-TX-11]",03/09/2023,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,09/12/2024,18,,,,,
H.R. 8771,https://www.congress.gov/bill/118th-congress/house-bill/8771,118th Congress (2023-2024),"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2025","Diaz-Balart, Mario [Rep.-R-FL-26]",06/14/2024,House - Appropriations,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 507.,09/12/2024,0,,,,,
H.R. 8512,https://www.congress.gov/bill/118th-congress/house-bill/8512,118th Congress (2023-2024),Intelligence Authorization Act for Fiscal Year 2025,"Turner, Michael R. [Rep.-R-OH-10]",05/22/2024,House - Intelligence (Permanent Select),"Placed on the Union Calendar, Calendar No. 558.",09/11/2024,0,,,,,
H.R. 5870,https://www.congress.gov/bill/118th-congress/house-bill/5870,118th Congress (2023-2024),Veteran Appeals Transparency Act of 2024,"Self, Keith [Rep.-R-TX-3]",10/02/2023,House - Veterans' Affairs,"Placed on the Union Calendar, Calendar No. 555.",09/10/2024,1,,,,,
H.R. 7686,https://www.congress.gov/bill/118th-congress/house-bill/7686,118th Congress (2023-2024),"To amend the Research and Development, Competition, and Innovation Act to clarify the definition of foreign country for purposes of malign foreign talent recruitment restriction, and for other purposes.","Garcia, Mike [Rep.-R-CA-27]",03/15/2024,"House - Science, Space, and Technology | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",09/10/2024,1,,,,,
H.R. 7150,https://www.congress.gov/bill/118th-congress/house-bill/7150,118th Congress (2023-2024),Survivor Benefits Delivery Improvement Act of 2024,"Takano, Mark [Rep.-D-CA-39]",01/30/2024,House - Veterans' Affairs,"Placed on the Union Calendar, Calendar No. 553.",09/10/2024,0,,,,,
